Cycle,Capacity
60,4.8765825
65,4.86038708333333
71,4.84095258333333
76,4.82475716666667
82,4.80532266666667
87,4.78912725
93,4.76969275
98,4.75349733333333
104,4.73406283333333
109,4.71786741666667
115,4.69843291666667
120,4.6822375
125,4.67195479166667
131,4.65961554166667
136,4.64933283333333
142,4.63699358333333
147,4.626710875
153,4.614371625
158,4.60408891666667
164,4.59174966666667
169,4.58146695833333
175,4.56912770833333
180,4.558845
185,4.55047291666667
191,4.54042641666667
196,4.53205433333333
202,4.52200783333333
207,4.51363575
213,4.50358925
218,4.49521716666667
224,4.48517066666667
229,4.47679858333333
235,4.46675208333333
240,4.45838
245,4.45217625
251,4.44473175
256,4.438528
262,4.4310835
267,4.42487975
273,4.41743525
278,4.4112315
284,4.403787
289,4.39758325
295,4.39013875
300,4.383935
305,4.37944613636364
310,4.37495727272727
315,4.37046840909091
320,4.36597954545454
325,4.36149068181818
330,4.35700181818182
335,4.35251295454545
340,4.34802409090909
345,4.34353522727273
350,4.33904636363636
355,4.3345575
360,4.33061977272727
365,4.32668204545454
370,4.32274431818182
375,4.31880659090909
380,4.31486886363636
385,4.31093113636364
390,4.30699340909091
395,4.30305568181818
400,4.29911795454545
405,4.29518022727273
410,4.2912425
415,4.29130772727273
420,4.29137295454545
425,4.29143818181818
430,4.29150340909091
435,4.29156863636364
440,4.29163386363636
445,4.29169909090909
450,4.29176431818182
455,4.29182954545455
460,4.29189477272727
465,4.29196
470,4.28425590909091
475,4.27655181818182
480,4.26884772727273
485,4.26114363636364
490,4.25343954545455
495,4.24573545454545
500,4.23803136363636
505,4.23032727272727
510,4.22262318181818
515,4.21491909090909
520,4.207215
525,4.20380545454545
530,4.20039590909091
535,4.19698636363636
540,4.19357681818182
545,4.19016727272727
550,4.18675772727273
555,4.18334818181818
560,4.17993863636364
565,4.17652909090909
570,4.17311954545455
575,4.16971
580,4.16740363636364
585,4.16509727272727
590,4.16279090909091
595,4.16048454545455
600,4.15817818181818
605,4.15587181818182
610,4.15356545454545
615,4.15125909090909
620,4.14895272727273
625,4.14664636363636
630,4.14434
635,4.14421204545454
640,4.14408409090909
645,4.14395613636364
650,4.14382818181818
655,4.14370022727273
660,4.14357227272727
665,4.14344431818182
670,4.14331636363636
675,4.14318840909091
680,4.14306045454545
685,4.1429325
690,4.13928113636364
695,4.13562977272727
700,4.13197840909091
705,4.12832704545455
710,4.12467568181818
715,4.12102431818182
720,4.11737295454545
725,4.11372159090909
730,4.11007022727273
735,4.10641886363636
740,4.1027675
745,4.10058727272727
750,4.09840704545454
755,4.09622681818182
760,4.09404659090909
765,4.09186636363636
770,4.08968613636364
775,4.08750590909091
780,4.08532568181818
785,4.08314545454545
790,4.08096522727273
795,4.078785
800,4.07709
805,4.075395
810,4.0737
815,4.072005
820,4.07031
825,4.068615
830,4.06692
835,4.065225
840,4.06353
845,4.061835
850,4.06014
855,4.05621590909091
860,4.05229181818182
865,4.04836772727273
870,4.04444363636364
875,4.04051954545455
880,4.03659545454545
885,4.03267136363636
890,4.02874727272727
895,4.02482318181818
900,4.02089909090909
905,4.016975
910,4.01344886363636
915,4.00992272727273
920,4.00639659090909
925,4.00287045454546
930,3.99934431818182
935,3.99581818181818
940,3.99229204545455
945,3.98876590909091
950,3.98523977272727
955,3.98171363636364
960,3.9781875
975,3.97554159090909
990,3.97289568181818
1005,3.97024977272727
1020,3.96760386363636
1035,3.96495795454545
1050,3.96231204545455
1065,3.95966613636364
1080,3.95702022727273
1095,3.95437431818182
1110,3.95172840909091
1125,3.9490825
1130,3.9490825
1135,3.9490825
1140,3.9490825
1145,3.9490825
1150,3.9490825
1155,3.9490825
1160,3.9490825
1165,3.9490825
1170,3.9490825
1175,3.9490825
1180,3.9490825
1185,3.94723795454545
1190,3.94539340909091
1195,3.94354886363636
1200,3.94170431818182
1205,3.93985977272727
1210,3.93801522727273
1215,3.93617068181818
1220,3.93432613636364
1225,3.93248159090909
1230,3.93063704545455
1235,3.9287925
1240,3.92725477272727
1245,3.92571704545455
1250,3.92417931818182
1255,3.92264159090909
1260,3.92110386363636
1265,3.91956613636364
1270,3.91802840909091
1275,3.91649068181818
1280,3.91495295454545
1285,3.91341522727273
1290,3.9118775
1296,3.90676535714286
1301,3.90250523809524
1307,3.8973930952381
1313,3.89228095238095
1319,3.88716880952381
1324,3.88290869047619
1330,3.87779654761905
1336,3.8726844047619
1342,3.86757226190476
1347,3.86331214285714
1353,3.8582
1359,3.85498709677419
1364,3.85230967741935
1370,3.84909677419355
1376,3.84588387096774
1381,3.8432064516129
1387,3.8399935483871
1392,3.83731612903226
1398,3.83410322580645
1404,3.83089032258064
1409,3.82821290322581
1415,3.825
1421,3.82209677419355
1426,3.81967741935484
1432,3.81677419354839
1438,3.81387096774194
1443,3.81145161290323
1449,3.80854838709677
1454,3.80612903225806
1460,3.80322580645161
1466,3.80032258064516
1471,3.79790322580645
1477,3.795
1482,3.79493295454545
1487,3.79486590909091
1492,3.79479886363636
1497,3.79473181818182
1502,3.79466477272727
1507,3.79459772727273
1512,3.79453068181818
1517,3.79446363636364
1522,3.79439659090909
1527,3.79432954545455
1532,3.7942625
1537,3.78929863636364
1542,3.78433477272727
1547,3.77937090909091
1552,3.77440704545455
1557,3.76944318181818
1562,3.76447931818182
1567,3.75951545454545
1572,3.75455159090909
1577,3.74958772727273
1582,3.74462386363636
1587,3.73966
1592,3.73610977272727
1597,3.73255954545455
1602,3.72900931818182
1607,3.72545909090909
1612,3.72190886363636
1617,3.71835863636364
1622,3.71480840909091
1627,3.71125818181818
1632,3.70770795454545
1637,3.70415772727273
1642,3.7006075
1647,3.69842136363636
1652,3.69623522727273
1657,3.69404909090909
1662,3.69186295454545
1667,3.68967681818182
1672,3.68749068181818
1677,3.68530454545455
1682,3.68311840909091
1687,3.68093227272727
1692,3.67874613636364
1697,3.67656
1702,3.67294795454545
1707,3.66933590909091
1712,3.66572386363636
1717,3.66211181818182
1722,3.65849977272727
1727,3.65488772727273
1732,3.65127568181818
1737,3.64766363636364
1742,3.64405159090909
1747,3.64043954545455
1752,3.6368275
1757,3.63316886363636
1762,3.62951022727273
1767,3.62585159090909
1772,3.62219295454545
1777,3.61853431818182
1782,3.61487568181818
1787,3.61121704545455
1792,3.60755840909091
1797,3.60389977272727
1802,3.60024113636364
1807,3.5965825
