Cycle,Capacity
472,4.4775488
479,4.4763987
486,4.4752486
493,4.4740985
499,4.4731127
506,4.4719626
513,4.4708125
515,4.4687809
518,4.4657335
520,4.4637019
522,4.4616703
524,4.4596387
527,4.4565913
529,4.4545597
531,4.4525281
533,4.4504965
536,4.4474491
538,4.4454175
540,4.4442325
543,4.442455
545,4.44127
547,4.440085
549,4.4389
552,4.4371225
554,4.4359375
556,4.4347525
558,4.4335675
561,4.43179
563,4.430605
565,4.429311
568,4.42737
570,4.426076
572,4.424782
574,4.423488
577,4.421547
579,4.420253
581,4.418959
583,4.417665
586,4.415724
588,4.41443
590,4.4134766
593,4.4120465
595,4.4110931
597,4.4101397
599,4.4091863
602,4.4077562
604,4.4068028
606,4.4058494
608,4.404896
611,4.4034659
613,4.4025125
615,4.4013115
618,4.39951
620,4.398309
622,4.397108
624,4.395907
627,4.3941055
629,4.3929045
631,4.3917035
633,4.3905025
636,4.388701
638,4.3875
640,4.3865
643,4.385
645,4.384
647,4.383
649,4.382
652,4.3805
654,4.3795
656,4.3785
658,4.3775
661,4.376
663,4.375
665,4.3728856
668,4.369714
670,4.3675996
672,4.3654852
674,4.3633708
677,4.3601992
679,4.3580848
681,4.3559704
683,4.353856
686,4.3506844
688,4.34857
690,4.3476938
693,4.3463795
695,4.3455033
697,4.3446271
699,4.3437509
702,4.3424366
704,4.3415604
706,4.3406842
708,4.339808
711,4.3384937
713,4.3376175
715,4.3366055
718,4.3350875
720,4.3340755
722,4.3330635
724,4.3320515
727,4.3305335
729,4.3295215
731,4.3285095
733,4.3274975
736,4.3259795
738,4.3249675
740,4.3238639
743,4.3222085
745,4.3211049
747,4.3200013
749,4.3188977
752,4.3172423
754,4.3161387
756,4.3150351
758,4.3139315
761,4.3122761
763,4.3111725
765,4.3098945
768,4.3079775
770,4.3066995
772,4.3054215
774,4.3041435
777,4.3022265
779,4.3009485
781,4.2996705
783,4.2983925
786,4.2964755
788,4.2951975
790,4.2938797
793,4.291903
795,4.2905852
797,4.2892674
799,4.2879496
802,4.2859729
804,4.2846551
806,4.2833373
808,4.2820195
811,4.2800428
813,4.278725
815,4.2771128
818,4.2746945
820,4.2730823
822,4.2714701
824,4.2698579
827,4.2674396
829,4.2658274
831,4.2642152
833,4.262603
836,4.2601847
838,4.2585725
840,4.2562151
843,4.252679
845,4.2503216
847,4.2479642
849,4.2456068
852,4.2420707
854,4.2397133
856,4.2373559
858,4.2349985
861,4.2314624
863,4.229105
868,4.2250775
872,4.2218555
877,4.217828
881,4.214606
886,4.2105785
890,4.2073565
895,4.203329
899,4.200107
904,4.1960795
908,4.1928575
913,4.18883
915,4.1793348
918,4.165092
920,4.1555968
922,4.1461016
924,4.1366064
927,4.1223636
929,4.1128684
931,4.1033732
933,4.093878
936,4.0796352
938,4.07014
940,4.0650732
943,4.057473
945,4.0524062
947,4.0473394
949,4.0422726
952,4.0346724
954,4.0296056
956,4.0245388
958,4.019472
961,4.0118718
963,4.006805
965,3.9995278
968,3.988612
970,3.9813348
972,3.9740576
974,3.9667804
977,3.9558646
979,3.9485874
981,3.9413102
983,3.934033
986,3.9231172
988,3.91584
990,3.90939386363636
992,3.90294772727273
994,3.89650159090909
996,3.89005545454545
998,3.88360931818182
1000,3.87716318181818
1002,3.87071704545455
1004,3.86427090909091
1006,3.85782477272727
1008,3.85137863636364
1010,3.8449325
1013,3.83410825
1015,3.82689208333333
1018,3.81606783333333
1021,3.80524358333333
1024,3.79441933333333
1026,3.78720316666667
1029,3.77637891666667
1032,3.76555466666667
1035,3.75473041666667
1037,3.74751425
1040,3.73669
1043,3.736898
1045,3.73703666666667
1048,3.73724466666667
1051,3.73745266666667
1054,3.73766066666667
1056,3.73779933333333
1059,3.73800733333333
1062,3.73821533333333
1065,3.73842333333333
1067,3.738562
1070,3.73877
