Cycle,Capacity
25,4.9473475
27,4.9356643
30,4.9181395
32,4.9064563
34,4.8947731
36,4.8830899
39,4.8655651
41,4.8538819
43,4.8421987
45,4.8305155
48,4.8129907
50,4.8013075
52,4.79413619565217
54,4.78696489130435
56,4.77979358695652
58,4.7726222826087
60,4.76545097826087
63,4.75469402173913
65,4.7475227173913
67,4.74035141304348
69,4.73318010869565
71,4.72600880434783
73,4.7188375
75,4.71504119565217
77,4.71124489130435
79,4.70744858695652
81,4.7036522826087
83,4.69985597826087
86,4.69416152173913
88,4.6903652173913
90,4.68656891304348
92,4.68277260869565
94,4.67897630434783
96,4.67518
98,4.67196043478261
100,4.66874086956522
102,4.66552130434783
104,4.66230173913043
106,4.65908217391304
109,4.65425282608696
111,4.65103326086957
113,4.64781369565217
115,4.64459413043478
117,4.64137456521739
119,4.638155
121,4.63556108695652
123,4.63296717391304
125,4.63037326086956
127,4.62777934782609
129,4.62518543478261
132,4.62129456521739
134,4.61870065217391
136,4.61610673913043
138,4.61351282608696
140,4.61091891304348
142,4.608325
144,4.60638130434783
146,4.60443760869565
148,4.60249391304348
150,4.6005502173913
152,4.59860652173913
155,4.59569097826087
157,4.5937472826087
159,4.59180358695652
161,4.58985989130435
163,4.58791619565217
165,4.5859725
167,4.58319597826087
169,4.58041945652174
171,4.57764293478261
173,4.57486641304348
175,4.57208989130435
178,4.56792510869565
180,4.56514858695652
182,4.56237206521739
184,4.55959554347826
186,4.55681902173913
188,4.5540425
190,4.55204967391304
192,4.55005684782609
194,4.54806402173913
196,4.54607119565217
198,4.54407836956522
201,4.54108913043478
203,4.53909630434783
205,4.53710347826087
207,4.53511065217391
209,4.53311782608696
211,4.531125
213,4.52923260869565
215,4.5273402173913
217,4.52544782608696
219,4.52355543478261
221,4.52166304347826
224,4.51882445652174
226,4.51693206521739
228,4.51503967391304
230,4.5131472826087
232,4.51125489130435
234,4.5093625
236,4.50730293478261
238,4.50524336956522
240,4.50318380434783
242,4.50112423913044
244,4.49906467391304
247,4.49597532608696
249,4.49391576086957
251,4.49185619565217
253,4.48979663043478
255,4.48773706521739
257,4.4856775
259,4.48321380434783
261,4.48075010869565
263,4.47828641304348
265,4.4758227173913
267,4.47335902173913
270,4.46966347826087
272,4.4671997826087
274,4.46473608695652
276,4.46227239130435
278,4.45980869565217
280,4.457345
282,4.45483108695652
284,4.45231717391304
286,4.44980326086957
288,4.44728934782609
290,4.44477543478261
293,4.44100456521739
295,4.43849065217391
297,4.43597673913044
299,4.43346282608696
301,4.43094891304348
303,4.428435
305,4.42590717391304
307,4.42337934782609
309,4.42085152173913
311,4.41832369565217
313,4.41579586956522
316,4.41200413043478
318,4.40947630434783
320,4.40694847826087
322,4.40442065217391
324,4.40189282608696
326,4.399365
328,4.39597673913044
330,4.39258847826087
332,4.3892002173913
334,4.38581195652174
336,4.38242369565217
339,4.37734130434783
341,4.37395304347826
343,4.3705647826087
345,4.36717652173913
347,4.36378826086957
349,4.3604
351,4.35766065217391
353,4.35492130434783
355,4.35218195652174
357,4.34944260869565
359,4.34670326086957
362,4.34259423913043
364,4.33985489130435
366,4.33711554347826
368,4.33437619565217
370,4.33163684782609
372,4.3288975
374,4.31849684782609
376,4.30809619565217
378,4.29769554347826
380,4.28729489130435
382,4.27689423913043
385,4.26129326086957
387,4.25089260869565
389,4.24049195652174
391,4.23009130434783
393,4.21969065217391
395,4.20929
397,4.20466804347826
399,4.20004608695652
401,4.19542413043478
403,4.19080217391304
405,4.18618021739131
408,4.1792472826087
