Cycle,Capacity
885,4.02980791666667
888,4.02752916666667
891,4.02525041666667
894,4.02297166666667
897,4.02069291666667
899,4.01917375
902,4.016895
905,4.01461625
908,4.0123375
911,4.01005875
914,4.00778
917,4.0114434375
920,4.015106875
923,4.0187703125
926,4.02243375
929,4.0260971875
931,4.02853947916667
934,4.03220291666667
937,4.03586635416667
940,4.03952979166667
943,4.04319322916667
946,4.04685666666667
949,4.04311979166667
952,4.03938291666667
955,4.03564604166667
958,4.03190916666667
961,4.02817229166667
963,4.02568104166667
966,4.02194416666667
969,4.01820729166667
972,4.01447041666667
975,4.01073354166667
978,4.00699666666667
981,4.00575666666667
984,4.00451666666667
987,4.00327666666667
990,4.00203666666667
993,4.00079666666667
995,3.99997
998,3.99873
1001,3.99749
1004,3.99625
1007,3.99501
1010,3.99377
1013,3.990883125
1016,3.98799625
1019,3.985109375
1022,3.9822225
1025,3.979335625
1027,3.97741104166667
1030,3.97452416666667
1033,3.97163729166667
1036,3.96875041666667
1039,3.96586354166667
1042,3.96297666666667
1045,3.96253947916667
1048,3.96210229166667
1051,3.96166510416667
1054,3.96122791666667
1057,3.96079072916667
1059,3.96049927083333
1062,3.96006208333333
1065,3.95962489583333
1068,3.95918770833333
1071,3.95875052083333
1074,3.95831333333333
