Cycle,Capacity
60,4.863215
65,4.84633458333333
71,4.82607808333333
76,4.80919766666667
82,4.78894116666667
87,4.77206075
93,4.75180425
98,4.73492383333333
104,4.71466733333333
109,4.69778691666667
115,4.67753041666667
120,4.66065
125,4.65049791666667
131,4.63831541666667
136,4.62816333333333
142,4.61598083333333
147,4.60582875
153,4.59364625
158,4.58349416666667
164,4.57131166666667
169,4.56115958333333
175,4.54897708333333
180,4.538825
185,4.53169166666667
191,4.52313166666667
196,4.51599833333333
202,4.50743833333333
207,4.500305
213,4.491745
218,4.48461166666667
224,4.47605166666667
229,4.46891833333333
235,4.46035833333333
240,4.453225
245,4.44836333333333
251,4.44252933333333
256,4.43766766666667
262,4.43183366666667
267,4.426972
273,4.421138
278,4.41627633333333
284,4.41044233333333
289,4.40558066666667
295,4.39974666666667
300,4.394885
305,4.39095409090909
310,4.38702318181818
315,4.38309227272727
320,4.37916136363636
325,4.37523045454545
330,4.37129954545455
335,4.36736863636364
340,4.36343772727273
345,4.35950681818182
350,4.35557590909091
355,4.351645
360,4.34838795454545
365,4.34513090909091
370,4.34187386363636
375,4.33861681818182
380,4.33535977272727
385,4.33210272727273
390,4.32884568181818
395,4.32558863636364
400,4.32233159090909
405,4.31907454545455
410,4.3158175
415,4.31341659090909
420,4.31101568181818
425,4.30861477272727
430,4.30621386363636
435,4.30381295454545
440,4.30141204545455
445,4.29901113636364
450,4.29661022727273
455,4.29420931818182
460,4.29180840909091
465,4.2894075
470,4.28682090909091
475,4.28423431818182
480,4.28164772727273
485,4.27906113636364
490,4.27647454545455
495,4.27388795454545
500,4.27130136363636
505,4.26871477272727
510,4.26612818181818
515,4.26354159090909
520,4.260955
525,4.26075295454545
530,4.26055090909091
535,4.26034886363636
540,4.26014681818182
545,4.25994477272727
550,4.25974272727273
555,4.25954068181818
560,4.25933863636364
565,4.25913659090909
570,4.25893454545455
575,4.2587325
580,4.25477522727273
585,4.25081795454545
590,4.24686068181818
595,4.24290340909091
600,4.23894613636364
605,4.23498886363636
610,4.23103159090909
615,4.22707431818182
620,4.22311704545455
625,4.21915977272727
630,4.2152025
635,4.2132275
640,4.2112525
645,4.2092775
650,4.2073025
655,4.2053275
660,4.2033525
665,4.2013775
670,4.1994025
675,4.1974275
680,4.1954525
685,4.1934775
690,4.19134045454545
695,4.18920340909091
700,4.18706636363636
705,4.18492931818182
710,4.18279227272727
715,4.18065522727273
720,4.17851818181818
725,4.17638113636364
730,4.17424409090909
735,4.17210704545455
740,4.16997
745,4.16845409090909
750,4.16693818181818
755,4.16542227272727
760,4.16390636363636
765,4.16239045454545
770,4.16087454545455
775,4.15935863636364
780,4.15784272727273
785,4.15632681818182
790,4.15481090909091
795,4.153295
800,4.15155227272727
805,4.14980954545454
810,4.14806681818182
815,4.14632409090909
820,4.14458136363636
825,4.14283863636364
830,4.14109590909091
835,4.13935318181818
840,4.13761045454546
845,4.13586772727273
850,4.134125
855,4.13277795454545
860,4.13143090909091
865,4.13008386363636
870,4.12873681818182
875,4.12738977272727
880,4.12604272727273
885,4.12469568181818
890,4.12334863636364
895,4.12200159090909
900,4.12065454545455
905,4.1193075
910,4.11827227272727
915,4.11723704545455
920,4.11620181818182
925,4.11516659090909
930,4.11413136363636
935,4.11309613636364
940,4.11206090909091
945,4.11102568181818
950,4.10999045454545
955,4.10895522727273
960,4.10792
965,4.10638204545454
970,4.10484409090909
975,4.10330613636364
980,4.10176818181818
985,4.10023022727273
990,4.09869227272727
995,4.09715431818182
1000,4.09561636363636
1005,4.09407840909091
1010,4.09254045454546
1015,4.0910025
1020,4.08966295454545
1025,4.08832340909091
1030,4.08698386363636
1035,4.08564431818182
1040,4.08430477272727
1045,4.08296522727273
1050,4.08162568181818
1055,4.08028613636364
1060,4.07894659090909
1065,4.07760704545455
1070,4.0762675
1075,4.06945522727273
1080,4.06264295454545
1085,4.05583068181818
1090,4.04901840909091
1095,4.04220613636364
1100,4.03539386363636
1105,4.02858159090909
1110,4.02176931818182
1115,4.01495704545455
1120,4.00814477272727
1125,4.0013325
1130,4.0013325
1135,4.0013325
1140,4.0013325
1145,4.0013325
1150,4.0013325
1155,4.0013325
1160,4.0013325
1165,4.0013325
1170,4.0013325
1175,4.0013325
1180,4.0013325
1185,4.00612568181818
1190,4.01091886363636
1195,4.01571204545455
1200,4.02050522727273
1205,4.02529840909091
1210,4.03009159090909
1215,4.03488477272727
1220,4.03967795454545
1225,4.04447113636364
1230,4.04926431818182
1235,4.0540575
1240,4.05328409090909
1245,4.05251068181818
1250,4.05173727272727
1255,4.05096386363636
1260,4.05019045454545
1265,4.04941704545455
1270,4.04864363636364
1275,4.04787022727273
1280,4.04709681818182
1285,4.04632340909091
1290,4.04555
1296,4.04211380952381
1301,4.03925031746032
1307,4.03581412698413
1313,4.03237793650794
1319,4.02894174603175
1324,4.02607825396825
1330,4.02264206349206
1336,4.01920587301587
1342,4.01576968253968
1347,4.01290619047619
1353,4.00947
1359,4.01081161290323
1364,4.01192962365591
1370,4.01327123655914
1376,4.01461284946236
1381,4.01573086021505
1387,4.01707247311828
1392,4.01819048387097
1398,4.01953209677419
1404,4.02087370967742
1409,4.0219917204301
1415,4.02333333333333
1421,4.02172043010752
1426,4.02037634408602
1432,4.01876344086021
1438,4.01715053763441
1443,4.0158064516129
1449,4.0141935483871
1454,4.01284946236559
1460,4.01123655913979
1466,4.00962365591398
1471,4.00827956989248
1477,4.00666666666667
1482,4.00658363636364
1487,4.00650060606061
1492,4.00641757575758
1497,4.00633454545455
1502,4.00625151515152
1507,4.00616848484848
1512,4.00608545454545
1517,4.00600242424242
1522,4.00591939393939
1527,4.00583636363636
1532,4.00575333333333
1537,4.0037203030303
1542,4.00168727272727
1547,3.99965424242424
1552,3.99762121212121
1557,3.99558818181818
1562,3.99355515151515
1567,3.99152212121212
1572,3.98948909090909
1577,3.98745606060606
1582,3.98542303030303
1587,3.98339
1592,3.98090363636364
1597,3.97841727272727
1602,3.97593090909091
1607,3.97344454545455
1612,3.97095818181818
1617,3.96847181818182
1622,3.96598545454545
1627,3.96349909090909
1632,3.96101272727273
1637,3.95852636363636
1642,3.95604
1647,3.95752636363636
1652,3.95901272727273
1657,3.96049909090909
1662,3.96198545454545
1667,3.96347181818182
1672,3.96495818181818
1677,3.96644454545455
1682,3.96793090909091
1687,3.96941727272727
1692,3.97090363636364
1697,3.97239
1702,3.9710696969697
1707,3.96974939393939
1712,3.96842909090909
1717,3.96710878787879
1722,3.96578848484849
1727,3.96446818181818
1732,3.96314787878788
1737,3.96182757575758
1742,3.96050727272728
1747,3.95918696969697
1752,3.95786666666667
1758,3.95642574358975
1764,3.95498482051282
1770,3.9535438974359
1776,3.95210297435898
1782,3.95066205128205
1787,3.94946128205128
1793,3.94802035897436
1799,3.94657943589744
1805,3.94513851282052
1811,3.94369758974359
1817,3.94225666666667
1823,3.94092374358975
1829,3.93959082051282
1835,3.9382578974359
1841,3.93692497435898
1847,3.93559205128205
1852,3.93448128205129
1858,3.93314835897436
1864,3.93181543589744
1870,3.93048251282052
1876,3.92914958974359
1882,3.92781666666667
1888,3.92667605128205
1894,3.92553543589744
1900,3.92439482051282
1906,3.92325420512821
1912,3.92211358974359
1917,3.92116307692308
1923,3.92002246153846
1929,3.91888184615385
1935,3.91774123076923
1941,3.91660061538462
1947,3.91546
1959,3.91370707692308
1971,3.91195415384615
1982,3.91034730769231
1994,3.90859438461538
2006,3.90684146153846
