Cycle,TimeCurrentTimetable_sigstats_ClearanceFactor,TimeCurrentTimetable_sigstats_CrestFactor,TimeCurrentTimetable_sigstats_ImpulseFactor,TimeCurrentTimetable_sigstats_Kurtosis,TimeCurrentTimetable_sigstats_Mean,TimeCurrentTimetable_sigstats_PeakValue,TimeCurrentTimetable_sigstats_RMS,TimeCurrentTimetable_sigstats_SINAD,TimeCurrentTimetable_sigstats_SNR,TimeCurrentTimetable_sigstats_ShapeFactor,TimeCurrentTimetable_sigstats_Skewness,TimeCurrentTimetable_sigstats_Std,TimeVoltageTimetable_sigstats_ClearanceFactor,TimeVoltageTimetable_sigstats_CrestFactor,TimeVoltageTimetable_sigstats_ImpulseFactor,TimeVoltageTimetable_sigstats_Kurtosis,TimeVoltageTimetable_sigstats_Mean,TimeVoltageTimetable_sigstats_PeakValue,TimeVoltageTimetable_sigstats_RMS,TimeVoltageTimetable_sigstats_SINAD,TimeVoltageTimetable_sigstats_SNR,TimeVoltageTimetable_sigstats_ShapeFactor,TimeVoltageTimetable_sigstats_Skewness,TimeVoltageTimetable_sigstats_Std
50,1.1134455284123,1.06133477744909,1.08893878487063,8.19532803293044,1.3774879,1.5,1.41331465987125,-10.4135144462807,-10.4135144462807,1.02600876557337,-2.55133977469455,0.316600699886326,1.07176967670242,1.06928085180158,1.07093428865661,1.81056537299279,3.9217719,4.19996,3.92783616476782,39.834559805176,39.8431542899122,1.00154630736373,-0.206912382535808,0.218452294886648
55,1.11786748213686,1.06374023806846,1.09242857073705,7.94227386163974,1.37321046534591,1.5,1.41018244501054,-10.1912330890099,-10.1318581659106,1.02695014403266,-2.49926943762881,0.320836063377057,1.06992050187965,1.06750174452785,1.06910840458037,1.84784362955776,3.92857428232704,4.19996,3.93448201338175,39.6280770274342,39.6356499726895,1.00150443747901,-0.238870063661923,0.215589466892803
59,1.1214050451165,1.06566460656396,1.09522039943019,7.73983052460718,1.36978851762264,1.5,1.40767667312198,-10.0134080031933,-9.90653314161444,1.0277032468001,-2.45761316797622,0.324224354169642,1.06844116202144,1.06607845870887,1.06764769731937,1.87766623480973,3.93401618818868,4.19996,3.93979869227288,39.4628908052407,39.4696465189113,1.00147094157123,-0.264436208562816,0.213299204497726
64,1.12582699884106,1.06807006718333,1.09871018529662,7.48677635331647,1.36551108296855,1.5,1.40454445826127,-9.79112664592253,-9.6248768612443,1.02864462525939,-2.40554283091048,0.328459717660374,1.06659198719867,1.06429935143514,1.06582181324313,1.9149444913747,3.94081857051572,4.19996,3.94644454088681,39.2564080274989,39.2621422016886,1.0014290716865,-0.296393889688931,0.210436376503881
68,1.12936456182071,1.06999443567883,1.10150201398976,7.28433301628391,1.36208913524528,1.5,1.4020386863727,-9.61330156010591,-9.39955183694819,1.02939772802682,-2.36388656125788,0.331848008452959,1.06511264734045,1.06287606561616,1.06436110598214,1.94476709662667,3.94626047637736,4.19996,3.95176121977795,39.0912218053054,39.0961387479105,1.00139557577872,-0.321960034589823,0.208146114108805
73,1.13378651554527,1.0723998962982,1.10499179985618,7.03127884499321,1.3578117005912,1.5,1.39890647151199,-9.39102020283513,-9.11789555657804,1.03033910648612,-2.31181622419214,0.33608337194369,1.06326347251768,1.06109695834243,1.06253522190589,1.98204535319164,3.9530628587044,4.19996,3.95840706839188,38.8847390275636,38.8886344306878,1.001353705894,-0.353917715715939,0.20528328611496
77,1.13732407852491,1.0743242647937,1.10778362854932,6.82883550796064,1.35438975286792,1.5,1.39640069962343,-9.21319511701851,-8.89257053228193,1.03109220925355,-2.27015995453955,0.339471662736275,1.06178413265947,1.05967367252345,1.0610745146449,2.01186795844362,3.95850476456604,4.19996,3.96372374728301,38.7195528053701,38.7226309769096,1.00132020998622,-0.379483860616831,0.202993023719883
82,1.14174603224947,1.07672972541307,1.11127341441574,6.57578133666994,1.35011231821384,1.5,1.39326848476272,-8.99091375974773,-8.61091425191178,1.03203358771285,-2.21808961747381,0.343707026227006,1.0599349578367,1.05789456524972,1.05924863056865,2.04914621500859,3.96530714689308,4.19996,3.97036959589694,38.5130700276283,38.5151266596869,1.0012783401015,-0.411441541742947,0.200130195726038
86,1.14528359522912,1.07865409390857,1.11406524310888,6.37333799963738,1.34669037049057,1.5,1.39076271287415,-8.81308867393111,-8.38558922761567,1.03278669048028,-2.17643334782121,0.347095317019591,1.05845561797848,1.05647127943074,1.05778792330766,2.07896882026056,3.97074905275472,4.19996,3.97568627478808,38.3478838054348,38.3491232059088,1.00124484419372,-0.437007686643839,0.197839933330962
91,1.14970554895368,1.08105955452794,1.11755502897531,6.12028382834668,1.34241293583648,1.5,1.38763049801344,-8.59080731666034,-8.10393294724553,1.03372806893957,-2.12436301075547,0.351330680510323,1.05660644315571,1.05469217215701,1.05596203923142,2.11624707682553,3.97755143508176,4.19996,3.982332123402,38.141401027693,38.1416188886861,1.00120297430899,-0.468965367769954,0.194977105337117
