Cycle,TimeCurrentTimetable_sigstats_ClearanceFactor,TimeCurrentTimetable_sigstats_CrestFactor,TimeCurrentTimetable_sigstats_ImpulseFactor,TimeCurrentTimetable_sigstats_Kurtosis,TimeCurrentTimetable_sigstats_Mean,TimeVoltageTimetable_sigstats_PeakValue_FeatureTableC12,TimeCurrentTimetable_sigstats_RMS,TimeCurrentTimetable_sigstats_SINAD,TimeCurrentTimetable_sigstats_SNR,TimeCurrentTimetable_sigstats_ShapeFactor,TimeCurrentTimetable_sigstats_Skewness,TimeCurrentTimetable_sigstats_Std,TimeVoltageTimetable_sigstats_ClearanceFactor,TimeVoltageTimetable_sigstats_CrestFactor,TimeVoltageTimetable_sigstats_ImpulseFactor,TimeVoltageTimetable_sigstats_Kurtosis,TimeVoltageTimetable_sigstats_Mean,TimeVoltageTimetable_sigstats_PeakValue_FeatureTableV12,TimeVoltageTimetable_sigstats_RMS,TimeVoltageTimetable_sigstats_SINAD,TimeVoltageTimetable_sigstats_SNR,TimeVoltageTimetable_sigstats_ShapeFactor,TimeVoltageTimetable_sigstats_Skewness,TimeVoltageTimetable_sigstats_Std
48,1.34115525171028,1.15750756437825,1.25081116334251,2.7112319692428,2.73063338347654,3.4201064,2.95198254458655,-1.91082107145193,-1.82289705191892,1.08048088097113,-1.19226114035843,1.12133432604782,1.0916129454311,1.08502873389264,1.08934833173787,2.54481452334897,3.85555465499008,4.20002,3.87090490853872,5.39305656444461,5.39305656444461,1.00398121453999,-0.750068026610574,0.344860324266024
50,1.35272165366502,1.1621021221718,1.25884838545992,2.55660990993108,2.78039837078652,3.5001,3.01186955364889,-1.5312253780762,-1.45307318288909,1.08325108563378,-1.14403215342279,1.15953432423277,1.0908833901128,1.08427642837927,1.0886100003205,2.55158778708827,3.85814938202247,4.20002,3.87356940543106,2.39063578158042,2.39063578158042,1.00399674089356,-0.762385163189076,0.345773227606994
52,1.34130429322626,1.1576353908354,1.25096598430933,2.69745818485556,2.72472870214183,3.41315043478261,2.94570042044367,-1.6710614961397,-1.58077145861017,1.08051072868909,-1.18919762468708,1.11941385118947,1.09179452411796,1.08516680202854,1.08951436013262,2.5533684485287,3.85497456576817,4.20002,3.87041830942819,5.68847454964478,5.68847454964478,1.00400626800207,-0.75516054596462,0.345889556618436
54,1.32988693278749,1.15316865949901,1.24308358315875,2.83830645978004,2.66905903349713,3.32620086956522,2.87953128723845,-1.8108976142032,-1.70846973433126,1.0777703717444,-1.23436309595137,1.07929337814618,1.09270565812313,1.08605717567781,1.09041871994475,2.55514910996913,3.85179974951387,4.20002,3.86726721342532,8.98631331770913,8.98631331770913,1.00401579511057,-0.747935928740163,0.346005885629878
56,1.31846957234873,1.14870192816261,1.23520118200816,2.97915473470452,2.61338936485244,3.23925130434783,2.81336215403323,-1.95073373226669,-1.83616801005234,1.07503001479971,-1.27952856721566,1.03917290510288,1.09361679212829,1.08694754932708,1.09132307975687,2.55692977140956,3.84862493325958,4.20002,3.86411611742245,12.2841520857735,12.2841520857735,1.00402532221908,-0.740711311515707,0.346122214641319
58,1.30705221190997,1.14423519682621,1.22731878085758,3.120003009629,2.55771969620775,3.15230173913044,2.74719302082801,-2.09056985033019,-1.96386628577342,1.07228965785501,-1.32469403847995,0.999052432059583,1.09452792613346,1.08783792297635,1.09222743956899,2.55871043284999,3.84545011700528,4.20002,3.86096502141958,15.5819908538378,15.5819908538378,1.00403484932759,-0.733486694291251,0.346238543652761
60,1.2956348514712,1.13976846548982,1.21943637970699,3.26085128455348,2.50205002756306,3.06535217391304,2.68102388762279,-2.23040596839369,-2.09156456149451,1.06954930091032,-1.36985950974424,0.958931959016286,1.09543906013862,1.08872829662562,1.09313179938111,2.56049109429042,3.84227530075098,4.20002,3.85781392541671,18.8798296219022,18.8798296219022,1.00404437643609,-0.726262077066794,0.346354872664203
63,1.27850881081306,1.13306836848522,1.20761277798112,3.47212369694019,2.41854552459602,2.93492782608696,2.58177018781497,-2.44016014548894,-2.28311197507613,1.06543876549329,-1.43760771664068,0.89875124945134,1.09680576114637,1.09006385709953,1.0944883390993,2.56316208645106,3.83751307636953,4.20002,3.8530872814124,23.8265877739987,23.8265877739987,1.00405866709886,-0.71542515123011,0.346529366181366
65,1.26709145037429,1.12860163714883,1.19973037683053,3.61297197186467,2.36287585595132,2.84797826086957,2.51560105460975,-2.57999626355244,-2.41081025079722,1.0626984085486,-1.48277318790497,0.858630776408043,1.09771689515153,1.0909542307488,1.09539269891142,2.56494274789149,3.83433826011523,4.20002,3.84993618540953,27.1244265420631,27.1244265420631,1.00406819420736,-0.708200534005653,0.346645695192808
67,1.25567408993553,1.12413490581243,1.19184797567995,3.75382024678915,2.30720618730663,2.76102869565217,2.44943192140453,-2.71983238161594,-2.5385085265183,1.0599580516039,-1.52793865916926,0.818510303364747,1.0986280291567,1.09184460439807,1.09629705872354,2.56672340933192,3.83116344386093,4.20002,3.84678508940666,30.4222653101274,30.4222653101274,1.00407772131587,-0.700975916781197,0.34676202420425
69,1.24425672949677,1.11966817447603,1.18396557452936,3.89466852171363,2.25153651866194,2.67407913043478,2.38326278819931,-2.85966849967943,-2.66620680223938,1.05721769465921,-1.57310413043355,0.77838983032145,1.09953916316186,1.09273497804734,1.09720141853566,2.56850407077235,3.82798862760664,4.20002,3.84363399340379,33.7201040781918,33.7201040781918,1.00408724842438,-0.693751299556741,0.346878353215691
71,1.232839369058,1.11520144313964,1.17608317337878,4.03551679663811,2.19586685001724,2.58712956521739,2.31709365499409,-2.99950461774293,-2.79390507796047,1.05447733771452,-1.61826960169784,0.738269357278153,1.10045029716703,1.09362535169661,1.09810577834779,2.57028473221278,3.82481381135234,4.20002,3.84048289740092,37.0179428462561,37.0179428462561,1.00409677553288,-0.686526682332284,0.346994682227133
73,1.22142200861924,1.11073471180324,1.16820077222819,4.17636507156259,2.14019718137255,2.50018,2.25092452178887,-3.13934073580643,-2.92160335368155,1.05173698076983,-1.66343507296213,0.698148884234856,1.10136143117219,1.09451572534588,1.09901013815991,2.57206539365321,3.82163899509804,4.20002,3.83733180139805,40.3157816143205,40.3157816143205,1.00410630264139,-0.679302065107828,0.347111011238575
75,1.22142478114158,1.11075851178404,1.16822131691675,4.1745093353628,2.14015955017532,2.50018,2.25087630256762,-3.37643052795718,-3.14704847633674,1.05173294242832,-1.66292859871096,0.69810885745761,1.10134578144296,1.09449625444449,1.0989930851841,2.57316337351908,3.82169830478613,4.20002,3.83740007962916,40.3507107106126,40.3507107106126,1.00410858528572,-0.680166718850251,0.347213028879436
77,1.22142755366393,1.11078231176485,1.16824186160532,4.172653599163,2.14012191897809,2.50018,2.25082808334636,-3.61352032010793,-3.37249359899193,1.0517289040868,-1.66242212445979,0.698068830680364,1.10133013171374,1.0944767835431,1.0989760322083,2.57426135338495,3.82175761447422,4.20002,3.83746835786027,40.3856398069048,40.3856398069048,1.00411086793005,-0.681031372592674,0.347315046520296
79,1.22143032618627,1.11080611174565,1.16826240629388,4.17079786296321,2.14008428778086,2.50018,2.25077986412511,-3.85061011225867,-3.59793872164713,1.05172486574529,-1.66191565020862,0.698028803903118,1.10131448198451,1.09445731264171,1.09895897923249,2.57535933325082,3.82181692416231,4.20002,3.83753663609139,40.4205689031969,40.4205689031969,1.00411315057439,-0.681896026335097,0.347417064161157
81,1.22143309870862,1.11082991172646,1.16828295098244,4.16894212676341,2.14004665658364,2.50018,2.25073164490386,-4.08769990440942,-3.82338384430232,1.05172082740377,-1.66140917595745,0.697988777125873,1.10129883225529,1.09443784174032,1.09894192625669,2.57645731311669,3.82187623385039,4.20002,3.8376049143225,40.455497999489,40.455497999489,1.00411543321872,-0.68276068007752,0.347519081802018
83,1.22143587123096,1.11085371170726,1.16830349567101,4.16708639056362,2.14000902538641,2.50018,2.2506834256826,-4.32478969656017,-4.04882896695751,1.05171678906226,-1.66090270170628,0.697948750348627,1.10128318252606,1.09441837083893,1.09892487328088,2.57755529298256,3.82193554353848,4.20002,3.83767319255361,40.4904270957812,40.4904270957812,1.00411771586305,-0.683625333819943,0.347621099442879
86,1.22144003001448,1.11088941167847,1.16833431270385,4.16430278626392,2.13995257859056,2.50018,2.25061109685072,-4.68042438478629,-4.3869966509403,1.05171073154999,-1.66014299032953,0.697888710182758,1.10125970793222,1.09438916448685,1.09889929381717,2.57920226278137,3.82202450807062,4.20002,3.83777560990028,40.5428207402193,40.5428207402193,1.00412113982955,-0.684922314433577,0.34777412590417
88,1.22144280253682,1.11091321165927,1.16835485739242,4.16244705006413,2.13991494739333,2.50018,2.25056287762947,-4.91751417693704,-4.61244177359549,1.05170669320848,-1.65963651607836,0.697848683405512,1.10124405820299,1.09436969358546,1.09888224084136,2.58030024264724,3.8220838177587,4.20002,3.83784388813139,40.5777498365115,40.5777498365115,1.00412342247388,-0.685786968176,0.34787614354503
