Cycle,TimeCurrentTimetable_sigstats_ClearanceFactor,TimeCurrentTimetable_sigstats_CrestFactor,TimeCurrentTimetable_sigstats_ImpulseFactor,TimeCurrentTimetable_sigstats_Kurtosis,TimeCurrentTimetable_sigstats_Mean,TimeCurrentTimetable_sigstats_PeakValue,TimeCurrentTimetable_sigstats_RMS,TimeCurrentTimetable_sigstats_SINAD,TimeCurrentTimetable_sigstats_SNR,TimeCurrentTimetable_sigstats_ShapeFactor,TimeCurrentTimetable_sigstats_Skewness,TimeCurrentTimetable_sigstats_Std,TimeVoltageTimetable_sigstats_ClearanceFactor,TimeVoltageTimetable_sigstats_CrestFactor,TimeVoltageTimetable_sigstats_ImpulseFactor,TimeVoltageTimetable_sigstats_Kurtosis,TimeVoltageTimetable_sigstats_Mean,TimeVoltageTimetable_sigstats_PeakValue,TimeVoltageTimetable_sigstats_RMS,TimeVoltageTimetable_sigstats_SINAD,TimeVoltageTimetable_sigstats_SNR,TimeVoltageTimetable_sigstats_ShapeFactor,TimeVoltageTimetable_sigstats_Skewness,TimeVoltageTimetable_sigstats_Std
25,1.34012968349253,1.15771891443196,1.2504620587129,2.65941134361435,2.79907732954545,3.50014,3.02330726082795,-6.49046150507186,-6.36082302657138,1.08010851608695,-1.18142379044563,1.14423442550975,1.08979673975565,1.0835670112947,1.08765812525343,2.4964037671024,3.86152588068182,4.20002,3.87610545191997,39.6335486476685,39.6492293675699,1.00377559847808,-0.7234909736137,0.336352117694916
27,1.34140773316214,1.15820727364444,1.25133543742196,2.64970755243166,2.79713924909731,3.50014,3.02203863197312,-6.18665189916051,-6.0655395098954,1.0804057242058,-1.17763135414359,1.14560427426308,1.08979496619402,1.08354473185406,1.08764894140177,2.50135106195441,3.86155848966389,4.20002,3.8761851697974,36.737868455612,36.7522947179213,1.00378776486495,-0.726884674358276,0.336892301907229
30,1.34332480766655,1.15893981246316,1.25264550548555,2.63515186565762,2.79423212842509,3.50014,3.02013568869088,-5.73093749029348,-5.62261423488144,1.08085153638407,-1.17194269969053,1.14765904739307,1.08979230585158,1.08351131269311,1.08763516562429,2.50877200423242,3.861607403137,4.20002,3.87630474661354,32.3943481675273,32.4068927434484,1.00380601444525,-0.73197522547514,0.337702578225699
32,1.34460285733615,1.15942817167564,1.2535188841946,2.62544807447493,2.79229404797695,3.50014,3.01886705983605,-5.42712788438213,-5.32733071820546,1.08114874450292,-1.1681502633885,1.14902889614639,1.08979053228995,1.08348903325247,1.08762598177263,2.51371929908443,3.86164001211908,4.20002,3.87638446449097,29.4986679754708,29.5099580937998,1.00381818083212,-0.735368926219716,0.338242762438012
34,1.34588090700576,1.15991653088812,1.25439226290366,2.61574428329224,2.79035596752881,3.50014,3.01759843098122,-5.12331827847078,-5.03204720152949,1.08144595262177,-1.16435782708646,1.15039874489972,1.08978875872832,1.08346675381183,1.08761679792097,2.51866659393644,3.86167262110115,4.20002,3.8764641823684,26.6029877834143,26.6130234441512,1.00383034721898,-0.738762626964292,0.338782946650325
36,1.34715895667537,1.1604048901006,1.25526564161272,2.60604049210954,2.78841788708066,3.50014,3.01632980212639,-4.81950867255943,-4.73676368485351,1.08174316074061,-1.16056539078442,1.15176859365305,1.08978698516669,1.08344447437119,1.08760761406932,2.52361388878845,3.86170523008323,4.20002,3.87654390024582,23.7073075913578,23.7160887945026,1.00384251360585,-0.742156327708868,0.339323130862638
39,1.34907603117977,1.16113742891933,1.25657570967631,2.59148480533551,2.78551076640845,3.50014,3.01442685884415,-4.36379426369241,-4.29383840983955,1.08218897291889,-1.15487673633136,1.15382336678303,1.08978432482425,1.08341105521024,1.08759383829183,2.53103483106647,3.86175414355634,4.20002,3.87666347706197,19.3637873032731,19.3706868200297,1.00386076318615,-0.747246878825732,0.340133407181107
41,1.35035408084938,1.16162578813181,1.25744908838537,2.58178101415281,2.7835726859603,3.50014,3.01315822998932,-4.05998465778106,-3.99855489316357,1.08248618103773,-1.15108430002932,1.15519321553636,1.08978255126262,1.0833887757696,1.08758465444018,2.53598212591848,3.86178675253841,4.20002,3.87674319493939,16.4681071112166,16.4737521703811,1.00387292957302,-0.750640579570308,0.34067359139342
43,1.35163213051899,1.16211414734429,1.25832246709443,2.57207722297012,2.78163460551216,3.50014,3.01188960113449,-3.75617505186971,-3.7032713764876,1.08278338915658,-1.14729186372728,1.15656306428969,1.08978077770099,1.08336649632896,1.08757547058852,2.54092942077049,3.86181936152048,4.20002,3.87682291281682,13.5724269191601,13.5768175207325,1.00388509595988,-0.754034280314884,0.341213775605733
45,1.35291018018859,1.16260250655677,1.25919584580348,2.56237343178743,2.77969652506402,3.50014,3.01062097227966,-3.45236544595836,-3.40798785981162,1.08308059727543,-1.14349942742525,1.15793291304301,1.08977900413936,1.08334421688832,1.08756628673686,2.5458767156225,3.86185197050256,4.20002,3.87690263069425,10.6767467271036,10.6798828710839,1.00389726234675,-0.75742798105946,0.341753959818046
48,1.354827254693,1.16333504537549,1.26050591386707,2.54781774501339,2.7767894043918,3.50014,3.00871802899742,-2.99665103709133,-2.96506258479766,1.0835264094537,-1.13781077297219,1.159987686173,1.08977634379692,1.08331079772737,1.08755251095938,2.55329765790051,3.86190088397567,4.20002,3.87702220751039,6.33322643901888,6.33448089661099,1.00391551192705,-0.762518532176324,0.342564236136516
50,1.35610530436261,1.16382340458797,1.26137929257613,2.5381139538307,2.77485132394366,3.50014,3.00744940014259,-2.69284143117998,-2.66977906812168,1.08382361757255,-1.13401833667015,1.16135753492633,1.08977457023529,1.08328851828673,1.08754332710772,2.55824495275252,3.86193349295774,4.20002,3.87710192538782,3.43754624696239,3.43754624696239,1.00392767831392,-0.7659122329209,0.343104420348829
52,1.35698512245405,1.16420475322928,1.26202097830373,2.53064696823245,2.77344862819766,3.50014,3.00646797253767,-2.82822002314826,-2.80838842698493,1.08401904198342,-1.13098326902512,1.16216128484401,1.08976530468969,1.08327084312827,1.08753100415602,2.56019861318757,3.86197725871886,4.20002,3.87716519788552,3.50073585887158,3.50073585887158,1.0039326841226,-0.767424464280196,0.343326660457772
55,1.35830484959121,1.16477677619125,1.26298350689514,2.51944648983506,2.77134458457866,3.50014,3.0049958311303,-3.03128791110069,-3.01630246527982,1.08431217859973,-1.12643066755757,1.16336690972053,1.08975140637129,1.08324433039058,1.08751251972846,2.56312910384013,3.86204290736054,4.20002,3.87726010663207,3.59552027673538,3.59552027673538,1.00394019283563,-0.76969281131914,0.343660020621188
57,1.35918466768265,1.16515812483256,1.26362519262274,2.51197950423681,2.76994188883265,3.50014,3.00401440352538,-3.16666650306897,-3.15491182414307,1.0845076030106,-1.12339559991254,1.16417065963822,1.08974214082568,1.08322665523213,1.08750019677675,2.56508276427518,3.86208667312166,4.20002,3.87732337912978,3.65870988864457,3.65870988864457,1.00394519864431,-0.771205042678437,0.343882260730131
59,1.36006448577409,1.16553947347387,1.26426687835034,2.50451251863856,2.76853919308665,3.50014,3.00303297592047,-3.30204509503725,-3.29352118300632,1.08470302742148,-1.12036053226751,1.1649744095559,1.08973287528008,1.08320898007367,1.08748787382505,2.56703642471023,3.86213043888278,4.20002,3.87738665162748,3.72189950055376,3.72189950055376,1.00395020445299,-0.772717274037733,0.344104500839075
